333,244,951,237,952,334,334,341
406,465,931,458,932,529,407,537
392,652,909,643,910,708,393,717
384,364,948,357,949,434,385,442
390,562,913,551,915,619,391,629
426,828,916,820,917,881,427,889
388,741,883,734,884,797,388,804
240,1154,699,1143,700,1200,241,1210
225,1461,689,1453,690,1509,226,1516
560,995,1047,984,1048,1041,562,1052
570,1312,1049,1303,1050,1357,571,1366
580,1159,1047,1150,1048,1202,581,1211
550,1232,1042,1225,1043,1282,551,1289
583,1391,1053,1382,1054,1436,584,1444
233,906,722,897,723,960,234,969
223,991,711,980,713,1039,224,1049
241,1233,698,1224,699,1278,242,1287
218,1072,709,1065,709,1122,219,1129
523,1075,1035,1066,1036,1124,524,1133
558,910,1069,903,1070,965,559,972
578,1466,1035,1460,1035,1517,579,1523
210,1308,666,1300,667,1355,211,1363
227,1385,690,1378,691,1432,227,1439
679,1546,1073,1538,1074,1592,681,1600
213,1539,571,1534,572,1587,213,1592
