280,228,762,232,761,297,279,293
297,682,737,689,736,745,297,738
254,305,743,310,743,377,253,373
263,149,806,145,807,221,264,226
280,609,735,612,734,669,279,666
285,1559,688,1564,687,1608,285,1603
266,388,753,390,753,453,266,450
300,1396,765,1391,766,1440,301,1446
261,927,653,932,653,979,260,973
240,986,655,990,655,1037,239,1033
267,464,744,468,744,531,266,527
270,1048,690,1052,690,1099,270,1094
273,1337,750,1334,750,1380,273,1384
276,807,753,811,753,863,276,859
259,1283,727,1280,727,1325,259,1328
252,1228,722,1224,722,1270,252,1274
246,540,726,544,726,603,246,598
313,870,732,874,731,922,313,918
256,747,733,750,733,799,256,796
235,1499,700,1503,699,1553,235,1550
259,1171,714,1166,715,1213,260,1217
222,1612,631,1616,631,1661,221,1657
266,1108,709,1112,709,1159,265,1155
265,1670,601,1673,601,1713,264,1711
