273,539,796,544,795,625,272,621
275,647,762,652,761,730,275,726
252,1095,673,1099,672,1160,252,1155
250,1015,674,1017,674,1076,250,1074
258,1182,674,1179,675,1237,258,1240
276,932,686,936,685,996,276,992
365,1386,713,1379,714,1422,366,1428
252,1262,413,1259,414,1316,253,1319
291,1649,569,1644,569,1674,291,1679
444,754,671,752,672,814,445,816
488,1650,803,1653,802,1683,487,1680
290,847,545,850,544,911,290,907
359,1587,561,1582,561,1604,360,1609
327,1610,548,1612,547,1638,327,1636
627,771,780,770,780,798,627,799
