734,1197,1490,1216,1487,1351,730,1332
805,870,1563,882,1560,1024,802,1011
766,1360,1509,1385,1504,1525,762,1501
299,1299,1000,1328,995,1453,294,1425
279,1147,988,1169,984,1297,275,1276
373,1463,1071,1503,1064,1622,367,1581
777,1041,1554,1054,1552,1189,774,1175
570,504,1334,508,1333,669,569,665
250,994,942,1012,939,1129,247,1112
794,1528,1473,1549,1470,1646,791,1625
255,834,959,849,956,975,253,960
308,673,1055,681,1054,824,306,816
795,694,1578,702,1576,847,794,840
811,304,1592,292,1595,494,814,507
302,314,1079,304,1081,481,304,491
