418,473,1086,459,1088,571,420,585
433,616,1059,600,1061,684,435,700
362,295,1066,280,1069,431,365,446
632,1550,1135,1538,1137,1606,634,1618
587,922,1110,910,1111,984,589,996
401,732,946,717,948,784,403,799
421,831,938,819,940,889,422,900
394,1133,949,1123,951,1198,395,1208
792,817,1335,801,1337,871,794,887
878,717,1417,701,1419,767,880,783
822,1124,1407,1109,1409,1187,824,1201
813,1023,1358,1008,1361,1079,815,1095
372,1032,876,1022,878,1089,374,1099
742,1450,1259,1439,1260,1507,743,1518
811,1341,1368,1330,1369,1402,812,1413
281,1233,818,1228,819,1304,281,1309
413,1337,874,1332,875,1407,413,1412
335,1453,781,1448,782,1514,336,1519
778,1233,1346,1221,1348,1298,780,1310
