234,145,706,135,708,231,236,241
243,580,759,566,760,622,245,636
250,1146,752,1130,753,1178,251,1194
242,1272,758,1253,760,1301,244,1320
246,904,753,884,755,934,248,954
238,508,704,499,705,554,239,563
241,1026,754,1008,756,1061,242,1078
249,967,763,944,765,994,252,1017
249,1334,759,1315,760,1360,251,1380
247,1085,748,1069,750,1119,249,1135
254,649,754,634,756,685,256,700
295,775,767,765,768,814,296,824
241,1207,747,1192,749,1240,242,1255
248,1392,750,1375,752,1422,249,1439
254,713,739,700,740,750,255,763
252,1454,722,1439,723,1485,253,1499
264,1509,684,1494,686,1540,266,1555
308,842,696,832,697,877,309,886
