330,650,834,642,835,705,331,714
340,852,835,844,836,909,341,916
325,754,828,743,829,804,327,816
399,953,844,946,845,1011,400,1018
396,1056,825,1051,825,1112,397,1117
416,1253,702,1249,703,1306,417,1310
506,1155,806,1151,806,1208,507,1213
316,1543,596,1541,596,1591,316,1593
208,435,760,428,761,496,209,503
240,330,801,320,802,387,241,398
224,544,722,538,723,601,225,606
364,1444,614,1442,614,1499,364,1501
274,206,816,199,817,281,275,289
882,200,1349,194,1351,285,883,292
877,331,1392,325,1393,396,878,403
380,1347,610,1348,609,1406,379,1404
877,436,1394,431,1394,500,878,505
868,542,1352,544,1352,610,867,607
