301,1475,815,1468,816,1548,302,1556
258,245,758,237,759,319,260,326
283,443,743,433,744,486,284,496
288,353,809,343,811,407,290,417
297,786,779,776,781,828,298,838
303,857,781,846,782,895,304,907
274,515,754,506,755,558,274,567
313,1133,786,1125,787,1179,314,1188
293,1207,747,1199,747,1249,294,1257
294,921,774,911,775,964,295,975
321,1278,770,1267,771,1320,323,1331
428,586,922,575,923,623,429,634
409,1064,898,1049,900,1102,411,1116
439,995,945,980,947,1032,441,1048
148,651,605,643,606,692,149,700
454,652,946,642,947,692,455,702
434,720,932,710,933,760,435,771
151,993,598,984,599,1032,152,1041
146,587,591,578,592,628,147,637
116,1060,536,1051,537,1103,117,1112
