306,685,736,679,737,726,306,731
320,191,759,186,760,293,321,298
283,539,726,535,727,603,283,608
234,444,733,441,733,519,235,523
276,317,741,322,740,416,275,411
369,623,822,615,823,668,370,677
364,1182,799,1173,800,1209,365,1218
218,965,625,956,626,991,219,1000
203,1265,601,1258,601,1296,203,1303
209,840,613,832,614,868,210,876
266,1225,683,1215,684,1251,266,1260
206,883,601,874,601,908,206,917
200,1007,588,1000,589,1033,200,1040
506,891,903,883,903,916,507,924
481,1099,890,1091,891,1126,482,1134
493,1058,902,1049,902,1084,494,1093
188,1134,581,1126,582,1162,189,1170
484,932,896,923,896,958,485,966
496,1015,897,1009,898,1043,497,1049
212,1092,616,1083,617,1117,213,1127
204,792,600,784,601,821,205,830
210,1050,623,1040,624,1075,211,1085
187,614,356,617,355,668,186,665
517,1229,904,1223,904,1258,517,1264
474,798,881,792,882,829,475,836
450,1140,875,1133,876,1168,450,1175
487,751,888,743,889,785,488,793
194,926,577,918,578,952,195,960
202,739,606,734,607,776,202,781
452,974,891,963,892,998,452,1010
494,845,907,838,907,874,495,882
630,1273,910,1268,911,1305,630,1310
