799,293,1532,282,1535,507,802,518
674,542,1437,533,1439,682,676,690
1070,1004,1529,998,1530,1083,1072,1090
548,728,1267,722,1268,828,548,834
402,1188,848,1192,847,1276,401,1272
1061,743,1681,737,1682,836,1062,843
1100,1100,1534,1095,1535,1173,1101,1178
350,872,864,864,866,967,352,975
354,990,774,985,775,1070,355,1075
883,874,1433,870,1434,967,884,971
281,1095,789,1098,789,1178,280,1174
1603,6,1908,16,1907,54,1602,45
1319,900,1698,889,1700,967,1321,978
246,570,862,558,864,668,248,680
