209,311,913,302,915,457,211,466
448,1298,1090,1293,1091,1417,449,1422
187,910,873,917,872,1036,186,1029
175,1097,835,1105,834,1226,174,1218
234,725,924,730,923,848,233,843
1036,1500,1641,1490,1643,1636,1038,1646
131,533,842,528,843,647,132,652
1129,560,1661,554,1662,678,1130,684
1110,938,1713,927,1716,1056,1112,1067
918,746,1571,752,1570,871,917,866
189,1477,888,1469,890,1619,190,1627
1109,1136,1684,1130,1685,1248,1110,1254
705,533,1358,539,1356,669,703,663
660,1112,1273,1117,1272,1236,659,1231
