848,1496,1595,1487,1597,1671,850,1679
957,1291,1632,1282,1634,1462,959,1470
647,1093,1392,1100,1390,1255,645,1247
211,1456,962,1467,960,1642,209,1630
598,691,1379,678,1382,849,600,862
283,275,1017,263,1020,432,286,444
672,887,1456,882,1458,1062,673,1067
614,481,1403,465,1406,639,618,655
791,269,1435,252,1439,422,795,439
1133,22,1694,6,1699,188,1138,204
115,879,820,889,818,1047,113,1037
123,1264,704,1274,701,1427,121,1417
549,19,991,24,989,174,547,168
1415,256,1846,243,1851,428,1420,440
1167,465,1860,452,1864,637,1170,649
1171,678,1853,668,1856,855,1174,866
148,481,772,484,772,634,147,631
