278,49,1092,30,1098,285,284,303
211,732,937,738,936,876,210,870
1085,68,1877,51,1883,322,1091,339
376,349,1159,329,1164,545,382,564
875,909,1598,913,1597,1049,874,1045
1153,1182,1753,1175,1755,1314,1155,1321
964,591,1720,579,1722,723,967,735
944,1374,1572,1378,1571,1501,943,1496
382,895,1115,901,1114,1032,381,1026
1087,765,1777,757,1779,893,1088,900
1039,360,1770,336,1778,555,1047,579
306,1163,855,1157,856,1290,307,1296
486,1352,1012,1349,1013,1482,486,1485
227,574,982,567,983,710,228,717
