217,171,678,162,679,226,219,235
1274,159,1691,151,1692,216,1275,223
1232,474,1599,462,1600,496,1234,508
319,388,686,391,686,427,319,424
256,296,675,288,676,333,257,341
274,431,638,423,639,459,275,467
1101,294,1544,283,1545,327,1102,338
1017,345,1422,338,1423,380,1017,387
225,235,679,230,679,283,226,288
714,351,1092,344,1093,385,715,391
374,469,698,471,698,505,374,503
739,240,1098,233,1099,280,740,287
1200,403,1612,389,1613,424,1201,438
276,345,652,341,653,378,276,382
688,399,1055,396,1055,431,688,434
1278,348,1670,339,1671,380,1279,390
721,297,1114,288,1115,333,722,342
748,164,1095,161,1096,223,749,226
1232,437,1636,424,1637,458,1233,472
1201,234,1663,225,1664,275,1202,284
974,395,1346,389,1347,427,975,434
939,480,1278,468,1279,500,940,511
645,440,1004,433,1005,469,646,475
992,439,1377,427,1378,463,993,475
752,482,1032,475,1033,504,753,510
