369,201,939,191,940,293,371,303
346,478,907,468,908,536,347,546
346,1479,900,1465,902,1538,348,1552
540,630,987,620,988,675,541,685
583,1214,1075,1201,1076,1253,585,1266
274,1279,753,1270,754,1323,275,1333
236,1152,729,1141,731,1197,238,1208
636,1275,1110,1264,1111,1317,637,1328
177,1217,631,1207,633,1262,178,1272
647,1338,1089,1329,1090,1381,648,1390
207,1407,652,1397,653,1451,208,1461
311,554,787,542,789,605,312,618
617,896,1097,882,1098,936,619,950
606,831,1085,817,1086,871,607,885
634,764,1104,752,1106,806,635,817
603,1152,1091,1138,1093,1191,604,1205
612,1088,1090,1076,1091,1129,613,1141
597,1024,1087,1010,1089,1064,598,1079
638,697,1103,686,1104,742,639,753
640,557,1109,547,1110,610,642,620
627,961,1118,946,1119,1001,628,1016
199,1024,692,1011,693,1065,201,1079
216,894,701,881,702,935,217,948
217,829,676,816,677,871,218,883
229,958,721,947,722,1003,231,1014
599,399,1083,389,1085,461,601,471
206,1086,693,1074,694,1132,208,1143
540,1405,992,1390,994,1442,541,1456
557,312,1055,304,1056,382,559,391
230,396,700,390,701,459,231,466
267,695,690,688,691,743,268,751
261,309,734,303,735,380,262,387
285,1344,782,1331,784,1384,286,1397
253,763,725,749,726,806,255,820
183,628,365,630,364,681,183,679
256,1587,367,1582,370,1644,259,1649
