465,1136,1037,1127,1038,1212,466,1221
517,1429,1085,1421,1086,1502,518,1510
711,1712,1211,1705,1212,1777,712,1784
470,1327,1046,1321,1047,1412,471,1418
735,1524,1315,1513,1317,1595,736,1607
494,1230,1056,1222,1058,1306,496,1314
728,852,1230,839,1232,928,730,940
789,1042,1352,1029,1354,1118,791,1131
740,1619,1309,1609,1310,1695,741,1705
329,1040,887,1033,888,1116,330,1124
799,946,1337,936,1339,1020,800,1030
354,1618,889,1610,891,1694,356,1702
347,851,909,841,911,930,348,940
321,945,805,936,807,1017,323,1026
326,1532,869,1519,871,1595,328,1608
