345,725,796,728,795,801,344,798
312,634,797,639,796,717,311,713
254,270,848,276,847,419,252,413
351,410,879,418,877,534,349,527
573,1091,899,1094,898,1140,573,1137
529,1142,823,1146,822,1188,528,1185
206,1019,492,1023,491,1069,205,1065
544,978,911,981,911,1033,544,1031
183,961,502,964,502,1013,182,1010
522,904,898,907,898,970,521,967
564,817,926,815,926,889,565,891
539,1041,893,1039,894,1085,540,1088
227,1072,489,1077,489,1120,226,1116
155,805,494,807,494,874,154,872
571,534,946,531,946,631,572,633
187,888,532,893,531,954,186,949
192,525,638,530,637,623,191,617
