346,569,864,547,866,604,348,626
323,892,751,874,753,932,326,949
276,827,738,810,740,863,278,880
440,516,944,498,946,556,443,574
759,672,1210,661,1211,715,760,726
811,799,1278,782,1281,840,813,856
293,701,735,686,737,735,295,751
749,733,1237,717,1239,776,751,793
297,639,757,620,759,671,299,690
800,862,1240,843,1243,906,803,926
264,461,777,440,779,494,266,515
268,758,756,744,757,799,270,813
234,404,685,388,687,440,236,456
710,612,1156,602,1157,652,711,663
232,964,583,950,586,1003,234,1018
850,435,1244,425,1245,477,851,486
684,234,1214,238,1213,326,684,322
644,379,1147,370,1148,426,645,435
891,928,1250,912,1253,972,894,989
251,255,632,245,634,315,253,324
434,327,823,322,824,374,435,379
412,1830,663,1833,662,1905,411,1901
610,946,861,935,863,987,612,997
647,538,1183,529,1184,591,648,600
