181,87,675,82,676,148,181,152
124,334,635,330,636,394,125,398
176,253,678,248,678,310,176,315
1333,125,1877,120,1878,188,1333,193
1302,458,1846,454,1847,518,1303,522
80,414,564,412,564,474,80,476
1315,295,1828,289,1829,353,1316,359
1347,540,1881,536,1882,599,1348,604
168,498,669,494,670,558,169,562
1455,615,1932,618,1932,680,1454,677
66,167,566,162,566,224,67,228
1290,211,1822,203,1823,267,1291,275
455,437,1038,426,1039,487,456,498
603,353,1154,348,1154,410,603,415
463,268,1031,262,1032,324,464,330
49,573,467,571,468,636,50,637
674,596,1141,601,1140,662,674,658
819,526,1334,519,1335,584,820,590
684,189,1234,192,1234,254,683,251
1439,378,1914,374,1915,438,1440,441
478,515,1003,512,1004,574,479,577
644,97,1170,103,1169,167,644,161
896,440,1443,442,1442,505,895,502
1065,371,1627,363,1627,428,1066,436
325,582,821,586,821,645,325,642
978,113,1565,109,1565,177,978,181
1093,606,1614,603,1615,670,1094,673
336,179,893,183,893,243,336,239
