295,226,971,217,972,337,297,345
799,903,1248,891,1249,941,800,952
208,477,699,464,701,539,210,552
200,581,654,570,656,631,201,641
557,354,1146,362,1145,451,556,443
812,1043,1177,1037,1178,1079,812,1085
677,660,1109,650,1110,707,679,718
201,754,604,747,605,800,202,807
829,825,1307,811,1309,863,830,877
887,562,1292,550,1294,618,889,629
216,665,687,658,688,716,217,724
179,835,547,830,548,880,179,885
802,1165,1248,1155,1249,1199,803,1209
898,972,1273,963,1274,1009,899,1018
754,1414,1172,1407,1172,1452,755,1459
492,1350,893,1341,894,1387,493,1396
864,1104,1287,1098,1287,1141,865,1147
851,738,1288,730,1289,786,853,794
826,1229,1278,1218,1279,1263,828,1275
196,915,486,911,487,959,196,962
815,1292,1235,1279,1237,1321,816,1333
530,1232,946,1222,947,1265,531,1275
616,1110,988,1101,989,1141,617,1150
543,1168,936,1159,937,1203,544,1213
438,1418,846,1411,847,1455,438,1462
481,1291,917,1282,918,1328,482,1338
752,1519,1086,1513,1087,1567,753,1573
692,975,986,968,988,1017,693,1024
1054,462,1320,455,1322,530,1056,537
149,1229,298,1233,297,1276,148,1271
182,984,423,981,424,1028,182,1031
693,463,1092,456,1093,537,695,544
199,370,715,359,717,442,201,453
140,1166,265,1172,263,1216,138,1211
169,1291,310,1293,309,1333,169,1331
155,1419,285,1422,284,1463,154,1459
512,572,927,567,927,627,513,632
359,1381,611,1375,612,1409,360,1415
