920,359,1618,347,1620,463,922,476
1050,152,1682,135,1686,297,1054,313
535,1500,1074,1485,1076,1553,537,1568
376,1170,989,1156,991,1234,378,1248
231,828,892,807,895,885,234,906
439,1612,864,1595,866,1669,442,1685
878,1048,1541,1033,1542,1107,880,1122
1172,808,1800,793,1802,868,1174,884
976,931,1645,914,1647,993,978,1010
292,686,1005,667,1007,756,294,775
290,1068,887,1052,889,1123,292,1139
188,947,810,928,812,1007,190,1027
469,530,1198,510,1201,616,472,636
1152,674,1805,661,1807,745,1153,758
855,1272,1459,1258,1461,1330,857,1345
884,1378,1469,1368,1470,1440,886,1451
434,1281,1059,1262,1061,1337,436,1355
389,1398,912,1383,914,1447,391,1463
974,1159,1601,1146,1603,1218,975,1230
1006,522,1719,506,1721,615,1008,631
671,817,1343,800,1345,877,673,894
