1000,954,1446,947,1447,990,1000,997
1006,857,1465,850,1465,892,1006,898
1011,1002,1408,999,1408,1040,1011,1044
1013,806,1466,802,1466,842,1013,847
1014,758,1453,753,1454,794,1015,800
1002,905,1452,901,1453,943,1002,947
300,261,624,259,624,308,301,310
319,425,632,422,633,466,319,468
308,477,622,474,623,518,308,521
285,199,622,197,622,252,286,254
300,528,610,524,611,566,300,569
1012,697,1448,706,1447,756,1011,747
311,320,628,318,629,364,312,366
215,629,506,636,506,675,214,669
315,372,621,371,621,414,315,416
204,882,580,878,581,921,205,925
1560,1069,1824,1066,1824,1116,1561,1119
340,1026,577,1030,576,1083,339,1079
211,678,525,682,525,723,210,719
211,831,581,828,582,869,211,873
211,779,569,781,569,822,211,821
1527,968,1822,965,1822,1004,1527,1006
231,927,582,930,581,974,230,970
1096,1053,1480,1051,1481,1101,1097,1104
356,981,592,983,592,1026,355,1024
1532,918,1834,919,1834,961,1532,959
213,726,547,730,547,771,212,767
1529,772,1831,774,1831,813,1529,812
1531,818,1831,821,1831,862,1531,859
1540,872,1830,869,1830,909,1540,911
1537,672,1842,674,1842,716,1536,714
1527,725,1838,722,1838,764,1527,767
182,1022,424,1016,425,1073,183,1079
1505,1014,1715,1016,1715,1057,1505,1055
959,1050,1086,1049,1087,1090,959,1091
