83,762,609,755,610,858,84,864
228,888,638,881,639,977,230,984
170,1014,606,1008,607,1069,171,1076
216,1191,631,1183,632,1245,218,1253
220,1437,653,1425,654,1479,222,1490
212,1359,637,1349,638,1404,214,1414
211,1101,628,1094,629,1154,212,1161
219,1282,628,1274,629,1328,220,1337
226,1511,645,1500,646,1548,227,1559
231,1705,617,1695,619,1742,232,1752
239,1765,642,1751,644,1797,240,1811
214,1575,579,1568,580,1616,215,1622
238,1823,630,1812,631,1859,239,1870
248,1642,569,1635,570,1680,249,1687
234,1887,572,1877,573,1923,235,1933
