238,141,974,150,972,287,237,278
470,1388,1082,1379,1084,1480,471,1489
241,321,888,327,887,454,239,447
250,735,948,730,948,822,250,826
582,1269,1065,1262,1066,1331,583,1338
596,1058,1195,1062,1195,1135,596,1131
588,864,1246,854,1247,941,590,950
418,595,1142,609,1140,710,416,696
57,984,627,973,628,1042,58,1054
674,972,1296,964,1297,1034,675,1042
63,878,662,864,664,943,65,957
39,1180,465,1174,465,1234,39,1239
141,1082,665,1073,666,1136,142,1146
353,1503,896,1496,897,1564,354,1571
299,488,942,481,943,586,300,592
1011,1075,1453,1071,1453,1133,1011,1138
73,620,687,626,686,712,72,707
740,1157,1265,1161,1265,1236,739,1232
82,1509,506,1504,507,1564,82,1569
763,485,1368,477,1369,589,764,597
868,746,1457,742,1458,836,868,841
