120,128,726,119,728,243,122,252
153,601,713,592,715,670,154,679
159,795,736,782,737,854,160,867
170,701,742,687,744,759,171,773
164,887,725,873,727,938,166,952
184,968,702,959,703,1020,185,1029
189,1048,605,1043,606,1109,190,1113
194,1346,670,1338,671,1391,195,1398
166,1279,657,1271,658,1323,167,1331
200,1547,661,1539,662,1587,201,1596
177,1209,667,1201,667,1255,178,1263
185,1414,643,1408,644,1460,186,1467
205,1485,668,1476,669,1524,206,1533
229,1609,635,1604,635,1655,229,1659
220,1671,598,1668,598,1719,221,1722
285,1738,634,1731,635,1778,285,1784
485,481,754,477,755,559,486,562
194,1130,581,1127,582,1184,194,1188
