351,245,1139,231,1141,383,354,396
317,989,1008,973,1011,1076,320,1092
335,558,1062,543,1065,652,337,667
1014,413,1716,399,1718,515,1016,529
1067,234,1762,217,1766,375,1071,392
356,422,1109,406,1112,523,358,540
882,555,1588,542,1590,646,884,658
422,672,1089,660,1091,748,423,760
337,759,1029,746,1031,850,339,863
339,873,1055,858,1057,959,341,974
988,987,1652,973,1654,1068,990,1082
259,1147,909,1137,910,1244,260,1254
967,872,1652,861,1653,960,968,970
1031,669,1672,657,1674,744,1032,756
1073,1144,1715,1133,1717,1239,1075,1251
150,142,353,138,354,210,151,213
1160,758,1777,750,1778,850,1161,858
