522,515,1153,501,1155,592,524,605
522,634,1157,624,1158,709,523,719
524,754,1129,742,1130,819,526,832
549,969,1110,960,1111,1025,550,1034
560,865,1097,857,1098,928,561,936
84,1831,628,1820,630,1901,86,1912
547,1068,1070,1061,1071,1126,548,1133
786,1340,1097,1332,1098,1383,788,1392
702,1249,1147,1242,1148,1309,703,1316
73,116,467,121,467,185,72,179
737,1161,1230,1155,1230,1219,738,1225
406,1161,885,1158,885,1220,406,1223
488,1258,815,1252,816,1299,489,1304
665,199,960,195,960,241,666,245
